Device,Brand,Age_Months,Daily_Usage_Hours,Usage_Type,Failure_After_Months,Symptom1,Symptom2,Symptom3,Severity,Faulty_Component,Recommended_Solution,Estimated_Repair_Cost_INR,Estimated_Repair_Time_Hours
Laptop,HP,67,14,Gaming,65,Charging Failure,Adapter Fault,Power Fluctuation,Medium,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,1800,1.3
Laptop,Lenovo,70,11,Normal,69,Charging Failure,Adapter Fault,Power Fluctuation,High,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,950,1.2
Mobile,Xiaomi,82,12,Office,78,Camera Not Opening,App Force Close,Black Preview,High,Camera Module,Step 1: Clean the camera lens of smudges or dust; Step 2: Force-close and reopen the camera app; Step 3: Check for pending software updates; Step 4: Restart the device to clear temporary camera service errors; Step 5: Replace the camera module if blur/focus issues continue after cleaning.,1850,2.0
Mobile,OnePlus,13,11,Business,4,Camera Not Opening,App Force Close,Black Preview,High,Camera Module,Step 1: Clean the camera lens of smudges or dust; Step 2: Force-close and reopen the camera app; Step 3: Check for pending software updates; Step 4: Restart the device to clear temporary camera service errors; Step 5: Replace the camera module if blur/focus issues continue after cleaning.,1750,1.7
Desktop,Custom Build,67,7,Normal,61,Black Screen In Games,Fan Spinning Loud,Overheating,High,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",4100,2.5
Mobile,Realme,94,8,Student,92,Charging Stops Randomly,Overheating,Slow Charging,High,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,1050,1.9
Mobile,OnePlus,39,11,Remote Worker,33,Cable Moves Loosely,Charging Stops,Slow Charging,Medium,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",750,1.0
Desktop,MSI,87,10,Developer,79,Random Restart,Capacitor Bulge,Short Circuit,Medium,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",2850,5.3
Laptop,Lenovo,61,7,Content Creator,55,Ghost Typing,Multiple Key Press,Random Input,Low,Keyboard,Step 1: Power off immediately if liquid spill is suspected; Step 2: Clean keys with compressed air and isopropyl alcohol; Step 3: Check for stuck debris under affected keys; Step 4: Test with an external USB keyboard to confirm internal fault; Step 5: Replace the keyboard module if keys remain unresponsive.,800,2.4
Desktop,Lenovo,25,1,Student,18,Boot Loop,Memory Error,Beep Code,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",3050,1.5
Desktop,Dell,49,5,Office,45,USB Failure,Random Freeze,No POST,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",8350,4.8
Mobile,Oppo,29,8,Gaming,22,No Display,External Monitor Works,Power ON,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,2600,2.3
Mobile,Apple,12,4,Normal,12,Distorted Audio,Low Volume,Calls OK,Medium,Speaker,Step 1: Check volume mixer and mute settings; Step 2: Update or reinstall audio drivers; Step 3: Test with headphones to isolate speaker hardware fault; Step 4: Clean speaker grille of dust/debris; Step 5: Replace the speaker unit if crackling/no sound persists.,1300,1.2
Desktop,HP,33,14,Remote Worker,26,Graphic Distortion,Random Freeze,High GPU Temp,High,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",2250,1.2
Laptop,Apple,69,7,Gaming,60,Storage Not Detected,Boot Failure,BIOS Error,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,2050,1.3
Desktop,MSI,62,2,Normal,62,Disk Not Detected,Boot Failure,BIOS Error,High,HDD,Step 1: Back up all data immediately when clicking/grinding noise is heard; Step 2: Check SMART status using CrystalDiskInfo; Step 3: Check and reseat the SATA power and data cables; Step 4: Run CHKDSK to scan for and attempt recovery of bad sectors; Step 5: Replace the HDD with an SSD if failure is confirmed.,2100,2.6
Desktop,Dell,51,13,Content Creator,48,Fan Not Spinning,Dust Buildup,High Temperature,Low,Case Fan,Step 1: Power off and open the case to inspect the fan; Step 2: Clean dust from the fan blades and grille; Step 3: Check fan cable connection to the motherboard/PSU; Step 4: Lubricate or replace bearings if rattling continues; Step 5: Replace the fan if it does not spin after cleaning.,750,1.0
Laptop,HP,83,4,Student,83,Rapid Discharge,Heating,Low Backup,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",1850,2.5
Laptop,Asus,40,2,Developer,40,Storage Not Detected,Boot Failure,BIOS Error,High,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,2650,1.7
Mobile,Vivo,86,3,Remote Worker,83,Poor Backup,Battery Swelling,Heating,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",1600,1.9
Desktop,Custom Build,60,2,Student,53,No Network,Driver Crash,Limited Connectivity,Medium,Network Card,Step 1: Update or reinstall the network adapter drivers; Step 2: Check physical cable/antenna connections; Step 3: Reseat the network card if it is a PCIe add-in card; Step 4: Run network troubleshooter and reset TCP/IP stack; Step 5: Replace the network card if it is not detected by the system.,1650,1.6
Desktop,Custom Build,55,10,Normal,46,Boot Loop,Memory Error,Beep Code,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",3250,1.7
Mobile,Realme,14,2,Business,8,Portable Use Failure,Battery Low,Charger OK,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",3200,1.1
Desktop,HP,67,9,Normal,57,Random Crashes,Blue Screen,Memory Warning,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",1400,1.3
Mobile,Xiaomi,73,5,Student,68,Camera Not Focusing,Dark Images,Lens Error,Medium,Camera Module,Step 1: Clean the camera lens of smudges or dust; Step 2: Force-close and reopen the camera app; Step 3: Check for pending software updates; Step 4: Restart the device to clear temporary camera service errors; Step 5: Replace the camera module if blur/focus issues continue after cleaning.,2350,2.4
Desktop,Lenovo,86,6,Business,78,Long Loading Time,Disk Health Alert,Lagging,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,1850,3.4
Laptop,Dell,68,11,Gaming,59,No Boot,Beep Code,Memory Error,High,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",2150,1.9
Desktop,Asus,48,5,Content Creator,42,System Off Suddenly,Burn Smell,Power Loss,High,PSU,Step 1: Check the wall socket and power cable for faults; Step 2: Perform a PSU paperclip test to confirm the fan spins; Step 3: Inspect for burning smell or bulging capacitors inside the PSU; Step 4: Test with a known-working PSU if available; Step 5: Replace the PSU with an adequate wattage unit if it fails the test.,4750,2.0
Desktop,HP,83,15,Remote Worker,79,Wrong Date Time,BIOS Reset,Boot Delay,Low,CMOS Battery,Step 1: Power off the system and unplug from the mains; Step 2: Open the cabinet and locate the CMOS coin-cell battery; Step 3: Remove and test battery voltage (should be ~3V); Step 4: Replace the CMOS battery with a new CR2032 cell; Step 5: Reset BIOS settings and set the correct date/time.,100,1.4
Laptop,MSI,60,3,Business,50,Cursor Jump,Erratic Movement,Click Failure,Medium,Trackpad,Step 1: Clean the trackpad surface with a microfiber cloth; Step 2: Update or reinstall the touchpad drivers; Step 3: Check touchpad settings for sensitivity issues; Step 4: Test with an external mouse to confirm internal fault; Step 5: Replace the trackpad module if erratic behavior continues.,800,1.7
